timestamp,event,x,y,button,pressed,dx,dy
2024-05-28 20:18:24.260163,move,131,1383,,,,
2024-05-28 20:18:24.268265,move,131,1377,,,,
2024-05-28 20:18:24.276153,move,133,1371,,,,
2024-05-28 20:18:24.283969,move,133,1365,,,,
2024-05-28 20:18:24.292647,move,133,1359,,,,
2024-05-28 20:18:24.300553,move,133,1351,,,,
2024-05-28 20:18:24.308173,move,133,1347,,,,
2024-05-28 20:18:24.314994,move,133,1339,,,,
2024-05-28 20:18:24.323599,move,133,1335,,,,
2024-05-28 20:18:24.330897,move,133,1327,,,,
2024-05-28 20:18:24.339451,move,133,1323,,,,
2024-05-28 20:18:24.347124,move,133,1315,,,,
2024-05-28 20:18:24.354996,move,133,1310,,,,
2024-05-28 20:18:24.363338,move,133,1302,,,,
2024-05-28 20:18:24.370910,move,133,1298,,,,
2024-05-28 20:18:24.378914,move,133,1292,,,,
2024-05-28 20:18:24.387132,move,133,1288,,,,
2024-05-28 20:18:24.393980,move,133,1284,,,,
2024-05-28 20:18:24.401125,move,133,1281,,,,
2024-05-28 20:18:24.410139,move,133,1280,,,,
2024-05-28 20:18:24.417754,move,133,1277,,,,
2024-05-28 20:18:24.426341,move,133,1276,,,,
2024-05-28 20:18:24.449804,move,133,1275,,,,
